x,y,labels
-0.0637850410118168,0.1623921844678812,0
-0.4475894623481489,0.5629731248436223,0
0.3303770923586975,-0.5961029319764486,1
0.0800310098364243,-0.7900536872866526,1
-0.45003993202686,0.6796151892738078,0
-0.8489736105954933,-0.2467145998671378,1
0.97835089241791,-0.2074033967251103,1
-0.6077100534960185,-0.7406176453263165,1
-0.7912636804920423,0.412609687049589,0
0.445888583212559,-0.7342873281641809,1
0.7175746069836852,0.734277107742975,0
-0.0731378653226937,0.1741582199513232,0
0.2008939116346273,-0.4349212679811016,1
0.1436159794392124,0.927652663985663,0
0.1370260434831609,0.990247530017596,0
0.2783290715572557,0.3383085407146704,0
0.033684650525642,-0.7323108322796266,1
-0.3955610741550011,0.4987773036422174,0
0.742640336927255,0.8377401150552428,0
-0.1261204398919995,-0.3732645175843661,1
-0.2855550605568331,-0.6202837499625675,1
0.6894460814950623,-0.1789548684715274,1
0.5734853880299196,0.2613265439746384,0
0.9838756785252318,0.7486136670020325,0
0.6010579906319029,0.774706289308593,0
0.4029390500668441,-0.6836445657664236,1
-0.059011938731355,-0.9432873185238232,1
-0.7138753895334387,-0.1852515142495625,1
-0.4199359844801804,0.2551924812918837,0
0.4138400477207939,-0.6085789917173177,1
-0.0846929351854599,0.2642879952357309,0
0.6579729388409705,0.2890432272946079,0
0.4757646008312073,-0.8739623975732316,1
0.6727084673515165,-0.7708180715195223,1
0.3033087033384898,0.3450942202761164,0
0.3862920687055922,-0.5119330473585331,1
-0.3132557753905154,0.4203855776271037,0
0.5672212779212802,0.3487483780007374,0
-0.3493423157016386,0.8458205874943405,0
-0.8772666780413976,-0.4886910807118954,1
0.5104392978029195,0.386050520333274,0
-0.1812577644111992,0.9581357244545016,0
0.6918320802167162,0.5726498820706369,0
0.6074612395419718,-0.5577190113364101,1
0.4621630780324941,0.6696334034032405,0
0.0880929914193571,0.5173905138565678,0
0.1381021509729041,-0.5267733610870093,1
0.4274674297386593,-0.8460189268449954,1
0.9974580092851796,-0.5054296189118599,1
-0.5888664155238521,-0.5406357535294724,1
-0.0916592885586167,-0.9022026011075144,1
0.940707233068401,0.8327204679295832,0
-0.4785216897659685,-0.5384175535837981,1
-0.6534798976937719,-0.909924924391996,1
0.1160034302477317,-0.2614375392103203,1
0.0304848728951872,0.2616940727623102,0
0.8107148082127571,0.4166173121850298,0
-0.5070006885238934,0.6530916077964743,0
-0.626739930425547,0.589055269735814,0
-0.4443305539335049,0.6153625319396026,0
0.3677546645583391,-0.6077352166097374,1
0.2299360304686488,-0.92618142694218,1
0.0722027958750768,0.1706802848050364,0
0.8247643611104898,0.9052342314530212,0
0.1896102626251428,0.6008557258037492,0
0.3676097072452371,0.9201175465512637,0
-0.3976897987998291,-0.3488204873190128,1
0.3874221560787114,-0.932122993445348,1
-0.8943555091394162,-0.9084407870619282,1
-0.2944910479568143,-0.7620985967120295,1
0.461667518054599,0.4546226328560108,0
0.8812330286659873,0.1639205460532562,0
0.9416924552811934,-0.6562223535321812,1
0.9150072063063436,-0.7720479184266822,1
0.8601624180527083,-0.3119545309129024,1
-0.0728229938047118,-0.8245557194791497,1
-0.9290239386881628,-0.9788609171009476,1
