x,y,labels
3.2439923466319165,0.0,0
0.9357901649797338,0.0,0
4.447273199124416,0.0,0
-0.4640808508556349,0.0,1
1.335935287832136,0.0,0
4.373745646523698,0.0,0
3.001230854477253,0.0,0
-4.46335711782809,0.0,1
-3.3806031408047863,0.0,1
-0.4090565302223368,0.0,1
-3.2722126019282216,0.0,1
-2.4281994830934206,0.0,1
4.122006986363312,0.0,0
2.910609210739908,0.0,0
-4.77737238356572,0.0,1
1.218547216696666,0.0,0
3.2703725296382924,0.0,0
2.7201800535463283,0.0,0
0.5925016962572363,0.0,0
-4.305832387887159,0.0,1
-4.654470611791675,0.0,1
-0.3340594551938878,0.0,1
0.4568313569384212,0.0,0
-0.256052255512226,0.0,1
0.6900171539231259,0.0,0
0.9979895451311204,0.0,0
1.0115653787014374,0.0,0
-1.4057825559371873,0.0,1
-4.353551398552823,0.0,1
-1.063570812406164,0.0,1
-1.8627841774654368,0.0,1
-1.5189716776193487,0.0,1
3.533195230517528,0.0,0
-3.3039687797277173,0.0,1
2.1412908779491424,0.0,0
-3.215318071635791,0.0,1
0.5684069827262528,0.0,0
4.759544249721525,0.0,0
0.1274858222699375,0.0,0
0.9038662226599304,0.0,0
-0.3849007595031795,0.0,1
3.5173065550246605,0.0,0
-1.2538483513133736,0.0,1
3.0809970113462963,0.0,0
-3.603410897419447,0.0,1
4.96781150496675,0.0,0
4.897488105219118,0.0,0
-3.977048331441162,0.0,1
2.2599402529511554,0.0,0
-2.8884031072661465,0.0,1
-3.881116597510708,0.0,1
0.4823933114357457,0.0,0
-1.167890421878738,0.0,1
-0.4585167374133982,0.0,1
3.7810418487238575,0.0,0
-0.6899458367556282,0.0,1
2.87334067004282,0.0,0
-0.1405874630390666,0.0,1
3.811315748010673,0.0,0
-3.2528483621582174,0.0,1
3.580642869824624,0.0,0
-3.6187678129101775,0.0,1
-3.550375511692673,0.0,1
-3.8873857812916537,0.0,1
-3.4870523245168195,0.0,1
1.1464455882483913,0.0,0
-0.9573508674471292,0.0,1
2.197986019268157,0.0,0
0.0118666493194989,0.0,1
0.8677690042904116,0.0,0
2.8414971297216898,0.0,0
0.1691314676567303,0.0,0
1.4257371813561592,0.0,0
-1.1499183821556755,0.0,1
1.509538317437502,0.0,0
4.474102775801866,0.0,0
-3.432283255753379,0.0,1
-1.1663648193894915,0.0,1
3.660935283765582,0.0,0
3.7935091543276265,0.0,0
1.1759125676397284,0.0,0
0.1974117913048898,0.0,0
4.436438414389714,0.0,0
-1.7411898665293837,0.0,1
-2.088244772526103,0.0,1
1.350724179480098,0.0,0
3.5337444572888206,0.0,0
-0.7050084133711394,0.0,1
-1.0873631998815836,0.0,1
1.6163734066736692,0.0,0
3.838859592121548,0.0,0
-2.0442189433732185,0.0,1
-2.375549135846068,0.0,1
-2.5708558367476786,0.0,1
-4.215715708581626,0.0,1
-4.643790526034311,0.0,1
1.722810938709226,0.0,0
-1.250257739597877,0.0,1
4.698851532143832,0.0,0
-0.4530453766256137,0.0,1
-1.095084385222559,0.0,1
2.099649001178908,0.0,0
-4.173545996784174,0.0,1
4.320555677917168,0.0,0
1.5727793950607278,0.0,0
-2.4036032445013475,0.0,1
-1.828020418125631,0.0,1
-3.6966785612680098,0.0,1
-0.9171627382436344,0.0,1
4.031547952115488,0.0,0
1.0334783723238194,0.0,0
0.9600798323155636,0.0,0
-2.8376746935831343,0.0,1
1.187034654180005,0.0,0
2.9542689113004847,0.0,0
-4.378481144333975,0.0,1
2.941731921140801,0.0,0
4.049917269616266,0.0,0
-0.7280577000149879,0.0,1
-2.9533365941437504,0.0,1
0.66179094270848,0.0,0
1.0751627578994345,0.0,0
-3.907292988926767,0.0,1
4.792564005587776,0.0,0
-0.3577428802312719,0.0,1
4.781517802338447,0.0,0
-2.509042311230784,0.0,1
4.889214777091963,0.0,0
3.966664956870208,0.0,0
1.9364380764640725,0.0,0
0.3939908076005665,0.0,0
-0.3554426167989399,0.0,1
0.8500565466872265,0.0,0
1.2193421665719928,0.0,0
3.8645474325472513,0.0,0
3.2651867930628224,0.0,0
2.078948805418605,0.0,0
0.1650640808558652,0.0,0
-4.948424141288302,0.0,1
-4.989237993464716,0.0,1
1.6644838069584624,0.0,0
-0.2020703303531803,0.0,1
2.835819135852433,0.0,0
-3.630981729248006,0.0,1
-3.75385468850705,0.0,1
-2.447220775182739,0.0,1
1.557217530202628,0.0,0
-2.0147214485528933,0.0,1
0.8861602059798628,0.0,0
0.9085352872175304,0.0,0
0.2217578986671213,0.0,0
4.669056366752288,0.0,0
2.5941069657695977,0.0,0
-0.1593141996673015,0.0,1
1.320656612196852,0.0,0
2.9416078010231086,0.0,0
0.4993129659964062,0.0,0
0.7284273649904822,0.0,0
0.3714393646225638,0.0,0
2.819932424549957,0.0,0
-3.28224806942472,0.0,1
2.373532402107222,0.0,0
4.858911832846115,0.0,0
-0.4117455676688042,0.0,1
-2.5637790325476386,0.0,1
-2.5027677769916346,0.0,1
-1.6065408271960124,0.0,1
-2.609913075495358,0.0,1
-1.1451433892012988,0.0,1
-1.7608242446469626,0.0,1
0.1924116994292024,0.0,0
2.221342531007908,0.0,0
-4.335110307863093,0.0,1
-0.3180435413284241,0.0,1
0.071376235944899,0.0,0
2.3638435041040253,0.0,0
-2.3070445899649936,0.0,1
2.24794481780037,0.0,0
3.098763648611527,0.0,0
-2.7971893205525165,0.0,1
0.2070509993317308,0.0,0
-4.6372626339263325,0.0,1
-3.264274816714729,0.0,1
0.254038358106829,0.0,0
4.926879709296202,0.0,0
-4.247212019994896,0.0,1
-2.8322708247710526,0.0,1
4.418721499518881,0.0,0
-0.548316354889911,0.0,1
3.538386143415991,0.0,0
-4.640968056969639,0.0,1
1.5253529307015956,0.0,0
-4.072620570469242,0.0,1
3.88098216801524,0.0,0
2.131153831988698,0.0,0
0.6534869221874473,0.0,0
-2.783588657069634,0.0,1
0.7482973921236677,0.0,0
-1.437661258366405,0.0,1
2.443906210873741,0.0,0
3.7466164997618527,0.0,0
2.8107162857295407,0.0,0
3.029787389285925,0.0,0
-2.819269876820767,0.0,1
-0.3676851808629582,0.0,1
-2.565483691937729,0.0,1
-4.643938587064191,0.0,1
-2.721199344748109,0.0,1
0.8068187208448618,0.0,0
3.834080205364174,0.0,0
-0.9856172831368956,0.0,1
3.3427643451933857,0.0,0
4.300228872278405,0.0,0
1.1299919495305677,0.0,0
1.459432094973896,0.0,0
1.3595979861089225,0.0,0
2.4230873628921774,0.0,0
-4.8565866022226825,0.0,1
-1.570776372550724,0.0,1
1.3755871684451275,0.0,0
-1.745222895251295,0.0,1
2.34301602964221,0.0,0
1.3169912316616887,0.0,0
-4.216357574770939,0.0,1
0.839937379049954,0.0,0
-2.0725378583307275,0.0,1
1.2634258210485587,0.0,0
-3.599992380792213,0.0,1
-4.983243971448564,0.0,1
3.2179247187785336,0.0,0
2.3696894855392454,0.0,0
-4.009101268575281,0.0,1
4.197651755798377,0.0,0
-0.9928357896029532,0.0,1
2.73856946463758,0.0,0
-0.3995138399465983,0.0,1
-0.0806282004321623,0.0,1
4.996734228208538,0.0,0
2.820946962787171,0.0,0
4.318958590057214,0.0,0
2.5414072210676064,0.0,0
-1.769974024212254,0.0,1
0.1759193001192569,0.0,0
-0.4235271688460731,0.0,1
0.6549605816005748,0.0,0
-0.5380351318066587,0.0,1
4.88860683763561,0.0,0
-4.471936623077204,0.0,1
1.840855909770848,0.0,0
-2.565524181880423,0.0,1
-1.938142954290644,0.0,1
-3.1339848069529177,0.0,1
-4.176009797733692,0.0,1
1.577162588294185,0.0,0
1.764010771395296,0.0,0
-0.0469299865797587,0.0,1
-3.783343526568807,0.0,1
-4.805232045222947,0.0,1
-3.5048973554183425,0.0,1
2.232583366130198,0.0,0
-3.623000704414952,0.0,1
-1.5244300705552385,0.0,1
3.473958141237649,0.0,0
4.695596451864143,0.0,0
1.14409421979774,0.0,0
2.0248390163544734,0.0,0
2.732636825902511,0.0,0
-2.9873253765318983,0.0,1
-1.748680688018733,0.0,1
-1.8920386644845069,0.0,1
